product_data_storage,product_travel_expense,product_payroll,product_accounting,csat_score,articles_viewed,smartphone_notifications_viewed,marketing_emails_clicked,social_media_ads_viewed,minutes_customer_support,company_size,us_region,months_active,churned
2048,Free-Trial,Active,No,10,3,0,16,1,0.0,50-100,Mountain,5.0,0.0
1024,Free-Trial,Free-Trial,Active,10,1,0,17,1,0.0,50-100,Middle Atlantic,8.0,0.0
1024,Free-Trial,Free-Trial,Active,8,5,0,16,1,0.0,1-10,South Atlantic,3.0,0.0
500,Active,No,Active,8,6,0,11,0,21.8,50-100,Pacific,1.0,1.0
1024,No,Free-Trial,Active,10,3,1,18,0,0.0,10-50,New England,2.0,0.0
2048,Free-Trial,Free-Trial,Active,8,3,1,16,0,0.0,10-50,Mountain,3.0,1.0
2048,Free-Trial,Free-Trial,Free-Trial,8,1,0,13,1,1.4,50-100,Pacific,0.0,0.0
500,Active,Free-Trial,Free-Trial,10,3,0,14,2,0.0,1-10,South Atlantic,7.0,0.0
1024,Free-Trial,Active,No,9,3,0,14,0,0.0,100-250,Middle Atlantic,3.0,0.0
200,Free-Trial,Free-Trial,No,10,2,0,13,0,11.6,100-250,West South Central,3.0,1.0
2048,Free-Trial,No,Active,10,2,0,15,0,0.0,10-50,Pacific,2.0,1.0
2048,Free-Trial,No,Free-Trial,9,4,0,16,1,0.0,self-employed,New England,2.0,1.0
1024,Free-Trial,Free-Trial,No,9,4,0,18,0,0.0,50-100,Mountain,4.0,1.0
2048,Free-Trial,Active,Active,8,1,0,16,0,0.0,1-10,Pacific,4.0,1.0
500,Free-Trial,Free-Trial,Active,9,4,2,17,1,0.0,1-10,Mountain,3.0,1.0
2048,Free-Trial,Free-Trial,Free-Trial,7,3,1,14,0,14.9,50-100,Pacific,3.0,1.0
2048,Active,Active,Active,6,4,0,18,0,39.3,10-50,New England,1.0,1.0
500,Free-Trial,Active,Active,7,3,0,21,1,0.0,50-100,West North Central,3.0,0.0
500,Free-Trial,Active,Active,9,5,0,20,0,0.0,10-50,West North Central,5.0,0.0
1024,Free-Trial,No,No,10,6,1,11,0,0.0,10-50,West South Central,3.0,1.0
1024,Free-Trial,No,Active,7,1,1,18,1,0.0,10-50,West South Central,3.0,1.0
500,Free-Trial,Active,No,5,4,0,20,0,6.8,10-50,New England,1.0,1.0
200,Free-Trial,Active,Free-Trial,10,3,1,19,0,0.0,1-10,Mountain,3.0,0.0
2048,Active,Free-Trial,Active,9,9,1,17,1,0.0,10-50,New England,4.0,0.0
500,Free-Trial,Active,Active,9,4,0,13,0,5.3,10-50,South Atlantic,4.0,0.0
1024,Free-Trial,Free-Trial,Free-Trial,8,4,0,19,1,10.7,50-100,East North Central,0.0,0.0
2048,Free-Trial,Active,Active,10,3,2,14,1,11.0,10-50,New England,9.0,0.0
1024,Free-Trial,Active,Active,10,5,0,19,0,0.0,1-10,West South Central,4.0,0.0
1024,Free-Trial,Active,No,9,7,0,18,0,0.0,10-50,Mountain,5.0,0.0
1024,Free-Trial,Free-Trial,Active,9,8,0,18,1,0.0,50-100,South Atlantic,5.0,0.0
2048,Free-Trial,No,No,8,5,0,19,0,0.0,100-250,New England,3.0,1.0
2048,Free-Trial,Free-Trial,Active,9,6,1,18,0,0.0,50-100,Pacific,6.0,1.0
2048,Free-Trial,No,Active,10,3,0,13,1,0.0,10-50,East North Central,2.0,0.0
2048,Free-Trial,No,No,9,3,0,18,1,20.2,50-100,East North Central,1.0,0.0
1024,Free-Trial,Active,No,9,5,0,19,0,0.0,50-100,New England,5.0,1.0
5120,Free-Trial,No,Active,10,3,1,11,1,0.0,50-100,West North Central,4.0,0.0
200,Free-Trial,Active,No,9,4,1,17,0,11.1,self-employed,West South Central,1.0,1.0
200,Free-Trial,No,Active,10,5,0,16,0,0.0,50-100,East North Central,1.0,1.0
1024,Free-Trial,Active,Free-Trial,10,7,1,14,1,8.6,1-10,West North Central,3.0,0.0
2048,Free-Trial,Active,No,7,3,0,15,0,0.0,50-100,East North Central,4.0,1.0
200,Free-Trial,Active,No,9,4,0,19,0,0.0,10-50,Middle Atlantic,3.0,1.0
200,Free-Trial,Free-Trial,No,9,6,1,17,0,0.0,50-100,East North Central,1.0,0.0
1024,Free-Trial,No,Active,10,1,1,15,0,0.0,10-50,Middle Atlantic,2.0,1.0
500,Free-Trial,Active,Free-Trial,9,3,1,20,1,0.0,10-50,New England,9.0,1.0
500,Free-Trial,Free-Trial,Free-Trial,8,3,0,11,0,0.0,10-50,New England,2.0,1.0
1024,Free-Trial,Free-Trial,Active,10,6,0,15,1,0.0,50-100,East South Central,0.0,0.0
500,Free-Trial,Free-Trial,Active,10,5,0,17,0,0.0,1-10,West South Central,5.0,0.0
1024,Active,Active,Active,9,7,0,19,2,0.0,1-10,Middle Atlantic,9.0,0.0
200,Free-Trial,No,Active,8,3,0,16,0,0.0,self-employed,Middle Atlantic,3.0,1.0
1024,Active,Free-Trial,No,10,7,1,19,0,4.5,50-100,New England,4.0,0.0
1024,Free-Trial,Free-Trial,No,10,6,0,16,2,0.0,50-100,East North Central,5.0,0.0
500,Free-Trial,Active,Active,10,3,1,15,0,0.0,10-50,West South Central,12.0,0.0
2048,Free-Trial,Active,No,9,2,0,17,1,0.0,10-50,South Atlantic,7.0,1.0
2048,Free-Trial,No,No,9,5,0,16,1,5.6,50-100,New England,0.0,0.0
200,Active,Free-Trial,Active,9,4,0,13,1,24.5,100-250,New England,4.0,1.0
2048,Free-Trial,Active,No,10,4,2,12,0,23.3,10-50,New England,3.0,1.0
5120,Free-Trial,No,Free-Trial,10,4,0,20,0,0.0,50-100,Mountain,5.0,0.0
2048,Active,Active,Active,9,1,0,17,0,0.0,100-250,Pacific,5.0,0.0
1024,Free-Trial,Active,Free-Trial,8,2,0,13,0,0.0,100-250,East South Central,1.0,1.0
500,Free-Trial,Active,No,9,2,0,15,1,0.0,50-100,New England,1.0,0.0
2048,Free-Trial,Active,Free-Trial,10,6,1,12,0,0.0,10-50,East North Central,12.0,0.0
2048,Free-Trial,Free-Trial,Active,8,1,2,16,0,5.5,50-100,West North Central,2.0,1.0
2048,Free-Trial,Free-Trial,Active,9,6,0,14,1,0.0,50-100,West South Central,7.0,0.0
1024,Free-Trial,Free-Trial,Free-Trial,10,2,0,19,0,0.0,50-100,Pacific,5.0,0.0
2048,Free-Trial,Active,Active,9,3,2,17,1,0.0,100-250,East North Central,5.0,0.0
200,Active,No,Active,8,3,0,11,0,0.0,1-10,East North Central,4.0,1.0
2048,Free-Trial,Active,Active,6,5,0,18,0,0.0,50-100,West North Central,2.0,1.0
200,Free-Trial,Active,Active,8,6,0,19,1,0.0,10-50,Mountain,4.0,0.0
1024,Free-Trial,Active,Active,7,4,0,17,1,0.0,100-250,South Atlantic,2.0,0.0
1024,Free-Trial,Free-Trial,Active,9,2,0,12,0,6.2,1-10,Middle Atlantic,2.0,1.0
1024,Free-Trial,Active,No,10,3,1,21,0,0.0,10-50,West South Central,5.0,0.0
1024,Active,No,Active,7,4,0,17,0,0.4,50-100,West North Central,4.0,1.0
1024,Active,No,Free-Trial,9,2,0,14,0,5.0,100-250,East South Central,2.0,1.0
1024,Active,No,Active,9,0,1,14,0,3.6,50-100,South Atlantic,2.0,1.0
1024,Free-Trial,Free-Trial,Active,8,2,2,18,1,0.0,100-250,West North Central,1.0,0.0
2048,Free-Trial,No,Active,10,2,1,17,0,0.0,100-250,Mountain,4.0,1.0
500,Free-Trial,Active,Active,10,3,1,16,1,0.0,10-50,Middle Atlantic,3.0,0.0
1024,Free-Trial,Active,No,10,4,0,17,1,0.0,50-100,New England,5.0,0.0
1024,Free-Trial,Active,No,8,3,1,20,0,0.0,10-50,East South Central,1.0,1.0
2048,Free-Trial,No,Active,9,2,0,16,0,36.5,100-250,West North Central,2.0,1.0
1024,Free-Trial,Active,No,10,5,2,14,0,0.0,50-100,South Atlantic,3.0,0.0
2048,Free-Trial,Active,No,9,1,1,18,0,2.7,10-50,Pacific,2.0,0.0
2048,Free-Trial,Free-Trial,No,10,4,1,13,0,0.0,50-100,New England,3.0,1.0
500,Free-Trial,Free-Trial,Free-Trial,10,2,0,12,0,0.0,50-100,Mountain,3.0,0.0
1024,Free-Trial,Free-Trial,No,9,7,0,16,0,6.9,10-50,East South Central,1.0,1.0
500,Free-Trial,No,Free-Trial,9,1,0,18,0,0.0,10-50,West South Central,1.0,1.0
500,Free-Trial,Free-Trial,No,8,3,0,15,1,0.0,50-100,New England,3.0,1.0
1024,Free-Trial,Free-Trial,No,7,3,0,13,0,14.8,10-50,South Atlantic,2.0,1.0
1024,Free-Trial,Active,Active,10,4,0,22,0,0.0,10-50,Pacific,0.0,0.0
5120,Free-Trial,Active,Active,10,2,0,18,1,0.0,10-50,Pacific,5.0,0.0
1024,Free-Trial,Active,Active,9,6,1,16,0,3.7,10-50,East South Central,4.0,0.0
2048,Free-Trial,Free-Trial,Active,10,4,0,19,0,0.0,1-10,New England,4.0,0.0
1024,Free-Trial,Active,Active,10,0,0,19,1,0.0,1-10,West North Central,4.0,0.0
2048,Free-Trial,Free-Trial,Free-Trial,8,5,0,17,0,0.0,10-50,West South Central,1.0,1.0
1024,Free-Trial,Active,No,8,6,1,11,0,0.0,50-100,New England,1.0,1.0
500,Active,No,Free-Trial,8,3,0,15,0,0.0,10-50,South Atlantic,2.0,1.0
5120,Free-Trial,Active,Active,10,5,0,13,1,20.4,100-250,West South Central,4.0,0.0
2048,Free-Trial,Free-Trial,Free-Trial,9,3,0,16,0,0.0,10-50,Middle Atlantic,4.0,1.0
1024,Active,Free-Trial,Free-Trial,9,3,0,16,0,0.0,50-100,Middle Atlantic,5.0,0.0
500,Free-Trial,No,Free-Trial,9,2,0,14,0,13.6,1-10,Mountain,1.0,1.0
1024,Free-Trial,Active,Active,9,3,0,18,0,0.0,50-100,New England,3.0,0.0
1024,Free-Trial,Active,No,10,3,1,13,0,0.0,10-50,Middle Atlantic,7.0,1.0
5120,Active,Active,Free-Trial,9,0,1,21,1,0.0,10-50,Pacific,3.0,0.0
2048,Active,Active,Free-Trial,9,8,1,11,1,23.5,50-100,East North Central,3.0,1.0
1024,Free-Trial,Active,No,9,2,0,20,1,0.0,10-50,Middle Atlantic,5.0,1.0
2048,Free-Trial,Active,Active,8,3,0,15,1,0.0,50-100,South Atlantic,7.0,1.0
2048,Active,No,No,8,7,0,18,0,0.0,50-100,East North Central,3.0,1.0
500,Active,Active,No,9,5,0,15,1,0.0,1-10,Mountain,3.0,0.0
1024,Free-Trial,Active,Active,8,7,1,15,0,18.6,50-100,East North Central,3.0,1.0
1024,Free-Trial,Active,Active,9,7,0,12,0,0.0,10-50,West North Central,5.0,0.0
2048,Free-Trial,Free-Trial,Active,8,2,0,17,1,0.0,50-100,East South Central,3.0,1.0
500,Free-Trial,Active,Free-Trial,9,1,0,16,0,0.0,1-10,West North Central,5.0,0.0
500,Active,Active,Active,10,4,0,15,1,0.0,50-100,Mountain,4.0,0.0
2048,No,Active,Free-Trial,9,2,0,10,0,0.0,1-10,Mountain,0.0,0.0
1024,Free-Trial,Free-Trial,Active,9,2,0,15,1,0.0,1-10,Mountain,2.0,0.0
1024,Free-Trial,Active,No,9,5,1,16,1,0.0,100-250,Pacific,2.0,1.0
500,Free-Trial,Active,No,10,4,0,13,1,0.0,1-10,South Atlantic,4.0,0.0
2048,Free-Trial,Active,Free-Trial,8,5,0,16,0,11.8,10-50,South Atlantic,3.0,1.0
500,Free-Trial,Active,No,10,5,0,17,1,0.0,100-250,West North Central,1.0,0.0
500,Free-Trial,Free-Trial,Active,8,5,0,12,0,19.4,1-10,Mountain,3.0,1.0
1024,Free-Trial,Active,Active,9,6,1,13,0,11.5,50-100,West North Central,2.0,1.0
1024,Free-Trial,Active,Active,8,2,1,14,1,0.0,10-50,South Atlantic,3.0,1.0
500,Free-Trial,Active,Free-Trial,8,1,1,16,0,0.0,100-250,Pacific,2.0,1.0
2048,Free-Trial,No,Active,9,3,0,18,1,0.0,10-50,East North Central,1.0,1.0
2048,Free-Trial,Free-Trial,No,10,6,0,17,0,29.4,10-50,South Atlantic,2.0,1.0
500,Free-Trial,Active,Active,9,4,0,15,0,3.7,10-50,Pacific,2.0,0.0
2048,Free-Trial,Active,Active,10,3,0,12,0,0.0,50-100,South Atlantic,8.0,0.0
2048,Free-Trial,Free-Trial,Free-Trial,9,2,0,12,1,0.0,50-100,New England,3.0,0.0
1024,Free-Trial,No,No,9,4,0,14,0,0.0,100-250,Middle Atlantic,1.0,1.0
1024,Free-Trial,Free-Trial,No,8,4,0,15,1,0.0,50-100,East South Central,3.0,1.0
2048,Free-Trial,Active,Free-Trial,10,4,0,17,0,0.0,10-50,East South Central,9.0,0.0
2048,Free-Trial,Active,Active,8,0,1,12,0,0.0,1-10,East North Central,2.0,1.0
1024,Free-Trial,Free-Trial,Active,10,1,0,15,1,0.0,1-10,South Atlantic,12.0,0.0
500,Free-Trial,Active,Active,9,1,0,12,1,0.0,50-100,South Atlantic,3.0,0.0
500,Free-Trial,Active,Active,10,5,0,20,2,7.5,10-50,South Atlantic,8.0,0.0
1024,Active,Free-Trial,Active,7,2,1,13,0,0.0,10-50,South Atlantic,3.0,1.0
2048,Free-Trial,No,Active,7,6,0,21,1,0.0,50-100,West South Central,3.0,1.0
5120,Free-Trial,Free-Trial,Active,10,7,0,19,0,18.0,10-50,South Atlantic,0.0,0.0
2048,Free-Trial,Free-Trial,No,7,5,1,16,0,15.9,50-100,Mountain,2.0,0.0
1024,Free-Trial,No,Active,9,3,0,13,1,0.0,50-100,West North Central,0.0,0.0
500,Active,Active,Active,10,0,0,16,0,0.0,10-50,Mountain,7.0,0.0
200,Free-Trial,No,Active,8,1,1,18,0,0.0,10-50,Mountain,2.0,1.0
1024,Free-Trial,Active,Active,9,5,1,17,1,0.0,10-50,Middle Atlantic,3.0,0.0
2048,Free-Trial,Active,Active,10,3,0,16,0,0.0,50-100,South Atlantic,7.0,0.0
2048,Free-Trial,Active,No,9,4,1,12,0,1.0,10-50,West South Central,2.0,1.0
500,Free-Trial,Active,Active,9,3,0,10,0,0.0,50-100,West North Central,3.0,0.0
500,Free-Trial,Active,No,9,9,0,20,0,0.0,10-50,Middle Atlantic,3.0,0.0
1024,Free-Trial,Active,No,10,5,0,20,0,0.0,10-50,Pacific,2.0,0.0
5120,Free-Trial,Free-Trial,Free-Trial,8,7,0,16,0,0.0,10-50,New England,3.0,1.0
2048,Active,Active,Free-Trial,9,7,0,17,0,0.0,10-50,West North Central,7.0,0.0
2048,Active,Active,Active,9,2,0,23,0,11.7,1-10,East North Central,3.0,0.0
5120,Free-Trial,Free-Trial,Active,10,3,0,15,0,0.0,50-100,New England,5.0,0.0
1024,Free-Trial,No,No,10,7,1,15,0,0.0,50-100,Middle Atlantic,2.0,1.0
1024,Free-Trial,Active,Active,9,2,0,15,0,0.0,50-100,Middle Atlantic,5.0,0.0
500,Active,Active,No,9,0,0,17,0,0.0,10-50,Pacific,6.0,1.0
200,Free-Trial,Active,Active,9,4,0,15,0,0.0,10-50,East North Central,8.0,0.0
500,Free-Trial,Free-Trial,No,10,4,0,15,1,0.0,10-50,Mountain,5.0,0.0
500,Free-Trial,Free-Trial,Active,9,2,1,14,0,0.0,10-50,West North Central,2.0,0.0
200,Free-Trial,Active,Free-Trial,10,3,1,17,0,0.0,100-250,New England,4.0,0.0
1024,Active,Free-Trial,Active,10,3,1,15,1,0.0,50-100,Pacific,9.0,0.0
2048,Free-Trial,Free-Trial,Active,8,4,0,21,1,15.6,1-10,East North Central,0.0,0.0
5120,Free-Trial,Free-Trial,No,10,6,1,16,0,0.0,50-100,Mountain,5.0,0.0
500,Free-Trial,Active,No,8,3,0,14,0,0.0,10-50,West North Central,2.0,1.0
2048,Free-Trial,Free-Trial,Active,8,5,0,20,0,0.0,10-50,Mountain,4.0,1.0
1024,Free-Trial,No,Free-Trial,9,2,0,21,0,5.4,10-50,Middle Atlantic,3.0,1.0
1024,Free-Trial,Free-Trial,Active,9,10,0,17,0,0.0,1-10,Pacific,8.0,0.0
2048,Free-Trial,Free-Trial,Active,10,5,0,18,0,7.2,50-100,West South Central,12.0,1.0
5120,Free-Trial,Active,Free-Trial,8,6,0,20,0,0.0,50-100,Middle Atlantic,8.0,0.0
200,Free-Trial,No,No,9,3,0,14,0,0.0,50-100,West South Central,3.0,1.0
1024,Free-Trial,Active,Active,7,4,0,17,0,0.0,10-50,Mountain,3.0,1.0
1024,Free-Trial,Active,Free-Trial,10,1,0,15,0,4.1,10-50,Pacific,3.0,0.0
1024,Free-Trial,Free-Trial,Active,8,7,0,11,1,0.0,50-100,West South Central,2.0,1.0
500,Free-Trial,Active,Active,9,5,0,13,0,0.0,10-50,West South Central,4.0,0.0
500,Active,Free-Trial,Active,9,3,0,22,0,0.0,50-100,Mountain,9.0,0.0
1024,Free-Trial,Free-Trial,Active,10,2,0,9,1,0.0,1-10,Mountain,4.0,0.0
2048,Free-Trial,Active,No,9,6,1,16,1,0.0,100-250,West North Central,5.0,1.0
2048,Free-Trial,Free-Trial,Free-Trial,9,5,1,10,0,6.1,50-100,New England,2.0,1.0
1024,Free-Trial,Free-Trial,Active,10,3,0,20,0,0.0,1-10,East South Central,3.0,0.0
2048,Free-Trial,Active,Free-Trial,10,4,2,15,0,0.0,50-100,Middle Atlantic,7.0,0.0
2048,Free-Trial,Active,Free-Trial,9,1,0,11,0,0.0,10-50,South Atlantic,4.0,0.0
2048,Active,Active,No,9,8,2,12,1,2.4,50-100,West South Central,7.0,1.0
1024,Active,Free-Trial,Active,10,5,2,18,0,0.0,50-100,South Atlantic,12.0,0.0
500,Free-Trial,Free-Trial,Free-Trial,9,3,0,15,1,1.5,10-50,Pacific,3.0,1.0
1024,Free-Trial,No,Active,9,2,0,12,0,0.0,50-100,East South Central,1.0,1.0
2048,Free-Trial,No,Active,9,6,0,20,0,0.0,self-employed,Middle Atlantic,2.0,1.0
200,Free-Trial,Free-Trial,Active,10,7,1,18,1,0.0,50-100,Mountain,8.0,0.0
1024,Free-Trial,Active,Active,9,8,0,19,0,0.0,10-50,East North Central,4.0,0.0
1024,Free-Trial,Free-Trial,Active,6,3,1,12,0,0.0,10-50,West South Central,1.0,1.0
2048,Active,No,No,10,3,0,21,0,10.4,10-50,Pacific,3.0,1.0
2048,Free-Trial,Active,Active,9,4,0,18,0,0.0,1-10,South Atlantic,5.0,0.0
1024,Free-Trial,Free-Trial,Active,10,3,0,16,2,0.0,100-250,New England,7.0,0.0
500,Free-Trial,No,Active,9,3,0,15,0,0.0,50-100,Middle Atlantic,3.0,1.0
1024,Free-Trial,Free-Trial,No,10,2,1,13,2,0.0,1-10,Pacific,4.0,1.0
1024,Free-Trial,Free-Trial,Free-Trial,9,4,0,15,0,0.0,10-50,Pacific,4.0,1.0
2048,Free-Trial,No,Active,10,4,0,21,0,0.0,10-50,West North Central,4.0,1.0
1024,Free-Trial,No,Active,7,2,0,17,0,0.0,10-50,East North Central,4.0,1.0
500,Free-Trial,No,Active,9,3,2,13,0,0.0,50-100,Middle Atlantic,3.0,1.0
1024,Free-Trial,Active,Active,10,4,1,16,0,0.0,10-50,New England,4.0,0.0
2048,Active,Free-Trial,Active,10,4,0,13,1,0.0,1-10,East South Central,7.0,0.0
500,Active,Free-Trial,Free-Trial,8,3,0,13,1,6.4,1-10,Middle Atlantic,3.0,1.0
2048,Active,Active,Active,10,6,0,14,0,0.0,10-50,South Atlantic,9.0,0.0
500,Free-Trial,No,Active,10,0,1,14,1,0.0,100-250,Middle Atlantic,1.0,0.0
1024,Free-Trial,Active,Active,10,3,1,13,0,0.0,50-100,Middle Atlantic,5.0,0.0
2048,Free-Trial,Free-Trial,Active,10,5,1,25,1,0.0,10-50,East North Central,4.0,0.0
5120,Active,No,Free-Trial,9,7,0,12,0,15.8,10-50,Mountain,2.0,1.0
2048,Free-Trial,Active,No,9,4,0,19,0,0.0,50-100,South Atlantic,5.0,1.0
1024,Active,No,Active,9,5,1,21,1,2.7,1-10,East South Central,3.0,1.0
5120,Free-Trial,Free-Trial,Free-Trial,9,5,1,16,1,0.0,50-100,East South Central,4.0,0.0
2048,Free-Trial,Active,Active,9,3,0,19,1,2.7,1-10,Mountain,11.0,0.0
200,Free-Trial,Free-Trial,Active,10,3,1,11,0,0.0,50-100,New England,8.0,1.0
1024,Free-Trial,Active,Active,10,4,1,22,1,0.0,50-100,South Atlantic,0.0,0.0
1024,Active,Free-Trial,Active,8,3,1,17,0,0.0,100-250,West North Central,2.0,1.0
500,Free-Trial,Free-Trial,Active,10,3,0,19,0,0.0,50-100,West South Central,3.0,0.0
500,Free-Trial,Free-Trial,Free-Trial,10,2,0,22,0,0.0,10-50,Middle Atlantic,9.0,0.0
1024,Free-Trial,Free-Trial,No,9,4,0,16,0,16.4,10-50,Mountain,2.0,1.0
2048,Free-Trial,No,No,8,5,0,18,1,19.6,50-100,Mountain,1.0,1.0
1024,Free-Trial,Free-Trial,No,8,6,0,16,0,0.0,50-100,New England,3.0,0.0
2048,Free-Trial,Active,Active,9,3,0,22,0,0.0,50-100,West South Central,7.0,0.0
1024,Free-Trial,Free-Trial,Free-Trial,9,5,1,21,0,0.0,50-100,South Atlantic,2.0,0.0
200,Active,Active,Active,7,7,0,19,0,0.0,50-100,West North Central,2.0,1.0
1024,Active,Active,Free-Trial,9,3,0,17,0,0.0,100-250,East South Central,4.0,0.0
500,Free-Trial,Active,Free-Trial,9,1,1,22,0,0.0,50-100,Middle Atlantic,6.0,1.0
200,Free-Trial,Active,Active,9,2,0,12,1,0.0,1-10,Mountain,7.0,0.0
500,Free-Trial,Active,No,8,3,1,15,0,0.0,50-100,Mountain,3.0,1.0
200,Free-Trial,Free-Trial,Active,9,7,1,15,0,0.0,100-250,East South Central,3.0,1.0
500,Free-Trial,Free-Trial,Active,9,7,1,13,0,0.0,10-50,West North Central,3.0,1.0
1024,No,No,Active,9,7,0,17,1,9.5,100-250,West North Central,2.0,1.0
5120,Active,Active,Free-Trial,10,4,1,15,1,7.0,50-100,Mountain,4.0,0.0
2048,Free-Trial,Free-Trial,No,9,5,0,16,1,4.5,50-100,Mountain,3.0,0.0
500,Free-Trial,Free-Trial,No,8,2,1,14,0,0.0,1-10,Pacific,2.0,1.0
1024,Free-Trial,Active,Free-Trial,10,1,0,16,0,0.0,50-100,West North Central,9.0,0.0
200,Free-Trial,Free-Trial,No,10,5,1,17,2,0.0,50-100,Middle Atlantic,5.0,0.0
2048,Free-Trial,Free-Trial,No,8,4,1,13,0,0.0,50-100,Middle Atlantic,2.0,0.0
1024,Free-Trial,Free-Trial,Active,10,3,0,17,0,0.0,50-100,West South Central,8.0,0.0
2048,Free-Trial,Free-Trial,Active,10,4,1,17,0,1.8,1-10,West North Central,5.0,0.0
500,Active,Active,Active,10,1,0,9,1,0.0,10-50,South Atlantic,5.0,0.0
500,Free-Trial,No,No,7,6,0,9,0,0.0,50-100,East North Central,4.0,1.0
1024,Free-Trial,No,Active,9,4,0,19,0,0.0,10-50,Mountain,3.0,1.0
1024,Active,Free-Trial,No,9,6,0,18,1,1.1,50-100,South Atlantic,5.0,0.0
2048,Free-Trial,Free-Trial,Free-Trial,10,2,0,21,0,0.0,50-100,West North Central,4.0,0.0
1024,Free-Trial,No,No,10,2,0,14,0,13.8,1-10,New England,3.0,0.0
2048,Active,Active,No,10,3,0,14,0,0.0,50-100,Pacific,3.0,0.0
500,Free-Trial,Active,Free-Trial,8,2,0,17,0,0.0,50-100,West South Central,2.0,1.0
2048,Active,Active,Active,7,10,0,17,0,31.1,50-100,Mountain,2.0,0.0
2048,Free-Trial,Free-Trial,Active,9,3,1,19,2,0.0,50-100,Pacific,5.0,0.0
2048,Free-Trial,Free-Trial,Active,10,2,1,22,0,0.0,50-100,South Atlantic,5.0,0.0
500,Active,Free-Trial,Active,9,2,0,13,0,0.0,1-10,Middle Atlantic,4.0,0.0
500,Free-Trial,Active,Active,9,2,0,16,0,6.0,10-50,Mountain,4.0,0.0
5120,Free-Trial,Free-Trial,Free-Trial,10,2,0,10,1,0.0,1-10,East South Central,1.0,0.0
500,Active,No,Active,9,6,0,12,0,0.0,50-100,West South Central,2.0,1.0
1024,Free-Trial,Free-Trial,Free-Trial,7,6,0,15,1,0.0,10-50,South Atlantic,2.0,1.0
2048,Free-Trial,Active,Active,9,4,1,22,0,0.0,1-10,South Atlantic,8.0,0.0
500,Active,Free-Trial,Free-Trial,8,5,1,18,1,0.0,50-100,West North Central,2.0,1.0
1024,Active,Active,Active,8,4,0,17,0,0.0,10-50,East North Central,7.0,0.0
1024,Active,Active,Active,9,0,0,17,0,7.0,50-100,West North Central,3.0,0.0
200,Free-Trial,Free-Trial,Free-Trial,7,2,0,22,1,0.0,100-250,West South Central,3.0,1.0
1024,Free-Trial,Free-Trial,Free-Trial,10,4,0,16,0,0.0,100-250,Pacific,3.0,0.0
500,Active,Active,Active,10,4,1,15,0,8.9,1-10,East North Central,3.0,0.0
2048,Free-Trial,Free-Trial,Active,7,5,2,13,0,0.0,10-50,West North Central,4.0,1.0
5120,Free-Trial,Free-Trial,Active,10,6,0,16,0,0.0,100-250,Pacific,3.0,0.0
2048,Free-Trial,Active,No,9,1,1,15,0,0.0,50-100,Mountain,4.0,1.0
1024,Free-Trial,No,Free-Trial,9,5,0,19,0,0.0,50-100,Middle Atlantic,2.0,1.0
1024,Active,Active,Free-Trial,9,4,0,13,0,0.0,10-50,Pacific,5.0,0.0
1024,Free-Trial,Active,Active,10,4,0,14,0,0.0,100-250,East North Central,5.0,0.0
200,Free-Trial,Active,Free-Trial,10,4,1,18,1,0.0,10-50,West North Central,2.0,0.0
2048,Free-Trial,Active,Active,10,3,0,12,0,0.0,1-10,East North Central,4.0,0.0
2048,Free-Trial,Active,Free-Trial,9,5,0,14,2,0.0,50-100,Mountain,5.0,0.0
500,Active,Active,No,9,5,0,13,0,43.5,1-10,Mountain,2.0,1.0
2048,Free-Trial,No,Active,8,4,1,12,0,0.0,10-50,East North Central,1.0,1.0
1024,Free-Trial,Free-Trial,Active,9,1,0,13,0,0.0,50-100,Middle Atlantic,2.0,1.0
500,Free-Trial,Active,No,9,4,1,26,1,0.0,50-100,West North Central,4.0,1.0
200,Free-Trial,Active,Active,9,6,0,18,0,0.0,50-100,Mountain,3.0,0.0
500,Free-Trial,Free-Trial,Active,9,5,0,14,0,0.0,10-50,New England,3.0,0.0
5120,Free-Trial,Free-Trial,No,10,5,0,19,0,0.0,10-50,East South Central,9.0,0.0
5120,Free-Trial,No,No,9,2,1,20,0,0.0,10-50,Middle Atlantic,3.0,0.0
1024,Free-Trial,Active,Active,9,6,1,18,1,0.0,10-50,East North Central,12.0,0.0
1024,Free-Trial,Active,No,10,4,0,14,1,0.0,50-100,Mountain,7.0,0.0
1024,Free-Trial,Free-Trial,Active,7,3,0,14,1,0.0,10-50,Mountain,2.0,1.0
500,Free-Trial,No,Active,10,4,0,15,0,0.0,50-100,Middle Atlantic,2.0,1.0
500,Free-Trial,Active,Active,8,5,1,15,0,0.0,10-50,West North Central,2.0,1.0
500,Free-Trial,No,Active,8,3,2,10,1,13.4,10-50,West South Central,2.0,1.0
2048,Free-Trial,Free-Trial,Active,8,4,0,12,0,0.0,100-250,East South Central,3.0,1.0
500,Free-Trial,Free-Trial,Active,9,3,0,22,0,16.7,10-50,New England,1.0,1.0
1024,Free-Trial,Free-Trial,No,9,5,0,16,0,0.0,100-250,Middle Atlantic,1.0,1.0
2048,Free-Trial,Free-Trial,Free-Trial,8,6,0,19,0,0.0,1-10,West South Central,2.0,1.0
5120,Free-Trial,No,Free-Trial,10,2,0,15,0,0.0,50-100,Pacific,4.0,1.0
500,Free-Trial,Active,No,9,5,0,13,0,0.2,100-250,Pacific,2.0,1.0
